player-check src,is-preload href,is-preload,is-preload href (2),flag src,is-preload href (3),pos,is-preload href (4),pos (2),is-preload href (5),pos (3),d2,d2 (2),d2 (3),team src,is-preload href (6),is-preload (2),sub,d6,d6 (2),d5,flag src (2),is-preload href (7),pos (4),sub (2)
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/239085/erling-haaland/260046/,E. Haaland,https://sofifa.com/players?na=36,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=25,ATA,,,,,24,91,93,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/10/manchester-city/260046/,Manchester City,2022 ~ 2034,€172.5M,€390K,2184,,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/258230/jaouen-hadjam/260046/,J. Hadjam,https://sofifa.com/players?na=97,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=18,ZAG,https://sofifa.com/players?pn=7,LE,https://sofifa.com/players?pn=16,ME,22,69,77,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/900/bsc-young-boys/260046/,BSC Young Boys,2024 ~ 2028,€3M,€10K,1798,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=5,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/278174/julian-hall/260046/,J. Hall,https://sofifa.com/players?na=95,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=37,ATA,https://sofifa.com/players?pn=25,,https://sofifa.com/players?pn=27,,17,61,76,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/689/new-york-red-bulls/260046/,New York Red Bulls,2023 ~ 2026,€750K,€1K,1481,https://cdn.sofifa.net/pixel.gif,,PE,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/242434/curtis-jones/260046/,C. Jones,https://sofifa.com/players?na=14,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=14,MC,https://sofifa.com/players?pn=10,VOL,https://sofifa.com/players?pn=18,MEI,24,80,83,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/9/liverpool-fc/260046/,Liverpool FC,2018 ~ 2027,€28.5M,€87K,2091,,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/261299/alex-scott/260046/,A. Scott,https://sofifa.com/players?na=14,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=1020,MC,https://sofifa.com/players?pn=10,VOL,https://sofifa.com/players?pn=14,MEI,21,80,86,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/1943/afc-bournemouth/260046/,AFC Bournemouth,2023 ~ 2028,€31M,€55K,2129,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=18,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/74463/marc-bernal-casas/260046/,Marc Bernal,https://sofifa.com/players?na=45,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=10,MC,https://sofifa.com/players?pn=14,VOL,,,18,75,86,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/241/fc-barcelona/260046/,FC Barcelona,2023 ~ 2029,€11M,€39K,1926,,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/255125/azzedine-ounahi/260046/,A. Ounahi,https://sofifa.com/players?na=129,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=14,MC,https://sofifa.com/players?pn=18,VOL,https://sofifa.com/players?pn=10,MEI,25,79,82,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/110062/girona-fc/260046/,Girona FC,2025 ~ 2030,€23M,€35K,2093,,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/79908/davy-gui/260046/,D. Gui,https://sofifa.com/players?na=108,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=18,MC,https://sofifa.com/players?pn=14,VOL,https://sofifa.com/players?pn=12,,19,61,70,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/717/alverca/260046/,Alverca,2025 ~ 2028,€700K,€900,1664,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=10,MD,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/263578/alejandro-balde-martinez/260046/,Balde,https://sofifa.com/players?na=45,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=7,,https://sofifa.com/players?pn=16,LE,,ME,21,83,87,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/241/fc-barcelona/260046/,FC Barcelona,2021 ~ 2028,€49.5M,€80K,1985,,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/264652/bradley-barcola/260046/,B. Barcola,https://sofifa.com/players?na=18,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=144,,https://sofifa.com/players?pn=27,PD,https://sofifa.com/players?pn=23,ME,22,84,88,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/73/paris-saint-germain/260046/,Paris Saint-Germain,2023 ~ 2028,€61.5M,€110K,2018,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=16,PE,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/278923/hector-fort-garcia/260046/,Héctor Fort,https://sofifa.com/players?na=45,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=3,MD,https://sofifa.com/players?pn=7,LE,https://sofifa.com/players?pn=12,MC,18,71,83,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/468/elche-cf/260046/,Elche CF,30 de jun. de 2026 Emprestados,€4.2M,€27K,1820,,https://sofifa.com/players?pn=14,LD,Emprestados
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/79399/gilberto-mora/260046/,G. Mora,https://sofifa.com/players?na=83,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=18,MC,https://sofifa.com/players?pn=27,,https://sofifa.com/players?pn=14,MEI,16,73,87,,https://sofifa.com/players?na=83,,Livre,€0,€0,1791,https://cdn.sofifa.net/pixel.gif,,PE,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/236772/dominik-szoboszlai/260046/,D. Szoboszlai,https://sofifa.com/players?na=23,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=18,MC,https://sofifa.com/players?pn=3,,https://sofifa.com/players?pn=14,MEI,24,86,88,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/9/liverpool-fc/260046/,Liverpool FC,2023 ~ 2028,€88M,€145K,2307,,,LD,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/246863/felix-nmecha/260046/,F. Nmecha,https://sofifa.com/players?na=21,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=14,MC,https://sofifa.com/players?pn=14,VOL,https://sofifa.com/players?pn=10,,24,84,86,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/22/borussia-dortmund/260046/,Borussia Dortmund,2023 ~ 2030,€54.5M,€63K,2255,https://cdn.sofifa.net/pixel.gif,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/256079/moises-caicedo/260046/,M. Caicedo,https://sofifa.com/players?na=57,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=10,MC,https://sofifa.com/players?pn=14,VOL,,,23,88,90,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/5/chelsea-fc/260046/,Chelsea FC,2023 ~ 2033,€107M,€185K,2202,,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/256675/omar-marmoush/260046/,O. Marmoush,https://sofifa.com/players?na=111,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=70,ATA,https://sofifa.com/players?pn=27,ME,https://sofifa.com/players?pn=25,,26,83,83,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/10/manchester-city/260046/,Manchester City,2025 ~ 2029,€39.5M,€155K,2080,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=16,PE,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/258378/mika-godts/260046/,M. Godts,https://sofifa.com/players?na=7,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=27,,https://sofifa.com/players?pn=16,ME,,,20,77,86,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/245/ajax/260046/,Ajax,2023 ~ 2029,€23M,€15K,1881,,,PE,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/259031/liam-delap/260046/,L. Delap,https://sofifa.com/players?na=14,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=25,ATA,https://sofifa.com/players?pn=25,,,,22,77,83,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/5/chelsea-fc/260046/,Chelsea FC,2025 ~ 2031,€17M,€89K,1884,https://cdn.sofifa.net/pixel.gif,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/277643/lamine-yamal-nasraoui-ebana/260046/,Lamine Yamal,https://sofifa.com/players?na=45,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=23,MD,https://sofifa.com/players?pn=12,PD,,,17,89,95,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/241/fc-barcelona/260046/,FC Barcelona,2022 ~ 2031,€147M,€115K,2042,,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/277954/kenan-yildiz/260046/,K. Yıldız,https://sofifa.com/players?na=48,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=21,MC,https://sofifa.com/players?pn=18,ME,https://sofifa.com/players?pn=16,MEI,20,82,89,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/45/juventus-fc/260046/,Juventus FC,2023 ~ 2029,€60.5M,€100K,2100,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=27,PE,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/278046/pau-cubarsi-paredes/260046/,Pau Cubarsí,https://sofifa.com/players?na=45,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=5,ZAG,,,,,18,83,89,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/241/fc-barcelona/260046/,FC Barcelona,2023 ~ 2029,€48M,€70K,1912,,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/238900/ermedin-demirovic/260046/,E. Demirović,https://sofifa.com/players?na=8,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=25,ATA,,,,,27,80,80,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/36/vfb-stuttgart/260046/,VfB Stuttgart,2024 ~ 2028,€23M,€49K,1990,,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/241461/ferran-torres-garcia/260046/,Ferran Torres,https://sofifa.com/players?na=45,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=25,ATA,https://sofifa.com/players?pn=27,ME,https://sofifa.com/players?pn=16,,25,84,86,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/241/fc-barcelona/260046/,FC Barcelona,2022 ~ 2027,€53.5M,€130K,2113,,,PE,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/246191/julian-alvarez/260046/,J. Alvarez,https://sofifa.com/players?na=52,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=27,ATA,https://sofifa.com/players?pn=25,,https://sofifa.com/players?pn=18,MEI,25,86,89,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/240/atletico-madrid/260046/,Atlético Madrid,2024 ~ 2030,€91M,€115K,2283,https://cdn.sofifa.net/pixel.gif,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/251566/gabriel-teodoro-martinelli-silva/260046/,Gabriel Martinelli,https://sofifa.com/players?na=54,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=27,MC,https://sofifa.com/players?pn=27,ME,https://sofifa.com/players?pn=16,,24,81,84,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/1/arsenal-fc/260046/,Arsenal FC,2019 ~ 2027,€35M,€125K,2069,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=14,PE,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/257279/alejandro-baena-rodriguez/260046/,Álex Baena,https://sofifa.com/players?na=45,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=16,MC,https://sofifa.com/players?pn=14,ME,https://sofifa.com/players?pn=27,,23,82,87,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/240/atletico-madrid/260046/,Atlético Madrid,2025 ~ 2030,€46M,€69K,2155,,,PE,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/259868/pape-matar-sarr/260046/,P. Sarr,https://sofifa.com/players?na=136,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=14,MC,https://sofifa.com/players?pn=10,VOL,,,22,80,85,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/18/tottenham-hotspur/260046/,Tottenham Hotspur,2021 ~ 2030,€32M,€88K,2112,,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/271266/givairo-read/260046/,G. Read,https://sofifa.com/players?na=34,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=92,MD,https://sofifa.com/players?pn=3,,https://sofifa.com/players?pn=12,,19,76,89,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/246/feyenoord/260046/,Feyenoord,2023 ~ 2029,€17M,€11K,1933,https://cdn.sofifa.net/pixel.gif,,LD,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/272600/marc-casado-torras/260046/,Marc Casadó,https://sofifa.com/players?na=45,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=10,MC,https://sofifa.com/players?pn=14,VOL,,,21,78,82,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/241/fc-barcelona/260046/,FC Barcelona,2022 ~ 2028,€18.5M,€54K,1999,,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/274246/lewis-miley/260046/,L. Miley,https://sofifa.com/players?na=14,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=14,MC,https://sofifa.com/players?pn=3,VOL,https://sofifa.com/players?pn=10,,19,76,86,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/13/newcastle-united/260046/,Newcastle United,2023 ~ 2028,€16M,€60K,2011,,,LD,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/71178/said-el-mala/260046/,S. El Mala,https://sofifa.com/players?na=21,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=16,ATA,https://sofifa.com/players?pn=18,ME,https://sofifa.com/players?pn=25,MEI,18,76,87,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/31/1-fc-koln/260046/,1. FC Köln,2024 ~ 2030,€16M,€16K,1895,,https://sofifa.com/players?pn=27,PE,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/83748/samuele-inacio/260046/,S. Inacio,https://sofifa.com/players?na=27,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=54,ATA,https://sofifa.com/players?pn=18,,https://sofifa.com/players?pn=25,MEI,17,66,84,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/22/borussia-dortmund/260046/,Borussia Dortmund,2026 ~ 2029,€2.1M,€7K,1570,https://cdn.sofifa.net/pixel.gif,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/190871/neymar-da-silva-santos-jr/260046/,Neymar Jr,https://sofifa.com/players?na=54,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=18,ATA,https://sofifa.com/players?pn=27,MC,https://sofifa.com/players?pn=25,MEI,33,83,83,,https://sofifa.com/players?na=54,,Livre,€0,€0,2039,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=14,PE,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/247090/enzo-fernandez/260046/,E. Fernández,https://sofifa.com/players?na=52,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=14,MC,https://sofifa.com/players?pn=10,VOL,https://sofifa.com/players?pn=18,MEI,24,85,88,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/5/chelsea-fc/260046/,Chelsea FC,2023 ~ 2032,€73M,€150K,2223,,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/262138/castello-lukeba/260046/,C. Lukeba,https://sofifa.com/players?na=18,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=98,ZAG,https://sofifa.com/players?pn=5,LE,https://sofifa.com/players?pn=7,MC,22,81,87,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/112172/rb-leipzig/260046/,RB Leipzig,2023 ~ 2029,€37.5M,€52K,1912,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=14,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/264309/arda-guler/260046/,A. Güler,https://sofifa.com/players?na=48,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=12,MD,https://sofifa.com/players?pn=14,MC,https://sofifa.com/players?pn=18,MEI,20,83,89,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/243/real-madrid/260046/,Real Madrid,2023 ~ 2029,€56.5M,€150K,2096,,https://sofifa.com/players?pn=23,PD,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/275192/luka-vuskovic/260046/,L. Vušković,https://sofifa.com/players?na=10,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=5,ZAG,,,,,18,78,88,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/28/hamburger-sv/260046/,Hamburger SV,30 de jun. de 2026 Emprestados,€27.5M,€53K,1854,,,,Emprestados
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/278012/dario-osorio/260046/,D. Osorio,https://sofifa.com/players?na=55,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=12,MD,https://sofifa.com/players?pn=23,PD,https://sofifa.com/players?pn=18,MEI,21,74,82,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/1516/fc-midtjylland/260046/,FC Midtjylland,2023 ~ 2030,€9.5M,€18K,1906,,,,
https://cdn.sofifa.net/player_0.png,https://sofifa.com/player/269701/nathaniel-brown/260046/,N. Brown,https://sofifa.com/players?na=21,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?na=95,,https://sofifa.com/players?pn=7,LE,https://sofifa.com/players?pn=16,ME,22,80,86,https://cdn.sofifa.net/empty.png,https://sofifa.com/team/1824/eintracht-frankfurt/260046/,Eintracht Frankfurt,2024 ~ 2030,€31.5M,€32K,2004,https://cdn.sofifa.net/pixel.gif,https://sofifa.com/players?pn=3,LD,
